x    y
0.0 5.0
0.009765625 5.0
0.01953125 5.0
0.029296875 5.0
0.0390625 5.0
0.048828125 5.0
0.05859375 5.0
0.068359375 5.0
0.078125 5.0
0.087890625 5.0
0.09765625 5.0
0.107421875 5.0
0.1171875 5.0
0.126953125 5.0
0.13671875 5.0
0.146484375 5.0
0.15625 5.0
0.166015625 5.0
0.17578125 5.0
0.185546875 5.0
0.1953125 5.0
0.205078125 5.0
0.21484375 5.0
0.224609375 5.0
0.234375 5.0
0.244140625 5.0
0.25390625 5.0
0.263671875 5.0
0.2734375 5.0
0.283203125 5.0
0.29296875 5.0
0.302734375 5.0
0.3125 5.0
0.322265625 5.0
0.33203125 5.0
0.341796875 5.0
0.3515625 5.0
0.361328125 5.0
0.37109375 5.0
0.380859375 5.0
0.390625 5.0
0.400390625 5.0
0.41015625 5.0
0.419921875 5.0
0.4296875 5.0
0.439453125 5.0
0.44921875 5.0
0.458984375 5.0
0.46875 5.0
0.478515625 5.0
0.48828125 5.0
0.498046875 5.0
0.5078125 5.0
0.517578125 5.0
0.52734375 5.0
0.537109375 5.0
0.546875 5.0
0.556640625 5.0
0.56640625 5.0
0.576171875 5.0
0.5859375 5.0
0.595703125 5.0
0.60546875 5.0
0.615234375 5.0
0.625 5.0
0.634765625 5.0
0.64453125 5.0
0.654296875 5.0
0.6640625 5.0
0.673828125 5.0
0.68359375 5.0
0.693359375 5.0
0.703125 5.0
0.712890625 5.0
0.72265625 5.0
0.732421875 5.0
0.7421875 5.0
0.751953125 5.0
0.76171875 5.0
0.771484375 5.0
0.78125 5.0
0.791015625 5.0
0.80078125 5.0
0.810546875 5.0
0.8203125 5.0
0.830078125 5.0
0.83984375 5.0
0.849609375 5.0
0.859375 5.0
0.869140625 5.0
0.87890625 5.0
0.888671875 5.0
0.8984375 5.0
0.908203125 5.0
0.91796875 5.0
0.927734375 5.0
0.9375 5.0
0.947265625 5.0
0.95703125 5.0
0.966796875 5.0
0.9765625 5.0
0.986328125 5.0
0.99609375 5.0
1.005859375 5.0
1.015625 5.0
1.025390625 5.0
1.03515625 5.0
1.044921875 5.0
1.0546875 5.0
1.064453125 5.0
1.07421875 5.0
1.083984375 5.0
1.09375 5.0
1.103515625 5.0
1.11328125 5.0
1.123046875 5.0
1.1328125 5.0
1.142578125 5.0
1.15234375 5.0
1.162109375 5.0
1.171875 5.0
1.181640625 5.0
1.19140625 5.0
1.201171875 5.0
1.2109375 5.0
1.220703125 5.0
1.23046875 5.0
1.240234375 5.0
1.25 5.0
1.259765625 5.0
1.26953125 5.0
1.279296875 5.0
1.2890625 5.0
1.298828125 5.0
1.30859375 5.0
1.318359375 5.0
1.328125 5.0
1.337890625 5.0
1.34765625 5.0
1.357421875 5.0
1.3671875 5.0
1.376953125 5.0
1.38671875 5.0
1.396484375 5.0
1.40625 5.0
1.416015625 5.0
1.42578125 5.0
1.435546875 5.0
1.4453125 5.0
1.455078125 5.0
1.46484375 5.0
1.474609375 5.0
1.484375 5.0
1.494140625 5.0
1.50390625 5.0
1.513671875 5.0
1.5234375 5.0
1.533203125 5.0
1.54296875 5.0
1.552734375 5.0
1.5625 5.0
1.572265625 5.0
1.58203125 5.0
1.591796875 5.0
1.6015625 5.0
1.611328125 5.0
1.62109375 5.0
1.630859375 5.0
1.640625 5.0
1.650390625 5.0
1.66015625 5.0
1.669921875 5.0
1.6796875 5.0
1.689453125 5.0
1.69921875 5.0
1.708984375 5.0
1.71875 5.0
1.728515625 5.0
1.73828125 5.0
1.748046875 5.0
1.7578125 5.0
1.767578125 5.0
1.77734375 5.0
1.787109375 5.0
1.796875 5.0
1.806640625 5.0
1.81640625 5.0
1.826171875 5.0
1.8359375 5.0
1.845703125 5.0
1.85546875 5.0
1.865234375 5.0
1.875 5.0
1.884765625 5.0
1.89453125 5.0
1.904296875 5.0
1.9140625 5.0
1.923828125 5.0
1.93359375 5.0
1.943359375 5.0
1.953125 5.0
1.962890625 5.0
1.97265625 5.0
1.982421875 5.0
1.9921875 5.0
2.001953125 5.0
2.01171875 4.0
2.021484375 4.0
2.03125 4.0
2.041015625 4.0
2.05078125 4.0
2.060546875 4.0
2.0703125 4.0
2.080078125 4.0
2.08984375 4.0
2.099609375 4.0
2.109375 4.0
2.119140625 4.0
2.12890625 4.0
2.138671875 4.0
2.1484375 4.0
2.158203125 4.0
2.16796875 4.0
2.177734375 4.0
2.1875 4.0
2.197265625 4.0
2.20703125 4.0
2.216796875 4.0
2.2265625 4.0
2.236328125 4.0
2.24609375 5.0
2.255859375 5.0
2.265625 5.0
2.275390625 5.0
2.28515625 3.0
2.294921875 3.0
2.3046875 3.0
2.314453125 3.0
2.32421875 3.0
2.333984375 3.0
2.34375 4.0
2.353515625 1.0
2.36328125 1.0
2.373046875 1.0
2.3828125 1.0
2.392578125 1.0
2.40234375 1.0
2.412109375 1.0
2.421875 1.0
2.431640625 1.0
2.44140625 3.0
2.451171875 3.0
2.4609375 3.0
2.470703125 3.0
2.48046875 3.0
2.490234375 3.0
2.5 3.0
2.509765625 4.0
2.51953125 1.0
2.529296875 1.0
2.5390625 1.0
2.548828125 1.0
2.55859375 1.0
2.568359375 1.0
2.578125 1.0
2.587890625 1.0
2.59765625 1.0
2.607421875 1.0
2.6171875 4.0
2.626953125 4.0
2.63671875 4.0
2.646484375 4.0
2.65625 4.0
2.666015625 4.0
2.67578125 4.0
2.685546875 4.0
2.6953125 4.0
2.705078125 4.0
2.71484375 4.0
2.724609375 4.0
2.734375 4.0
2.744140625 4.0
2.75390625 4.0
2.763671875 4.0
2.7734375 4.0
2.783203125 4.0
2.79296875 4.0
2.802734375 2.0
2.8125 2.0
2.822265625 2.0
2.83203125 2.0
2.841796875 2.0
2.8515625 2.0
2.861328125 2.0
2.87109375 2.0
2.880859375 2.0
2.890625 4.0
2.900390625 4.0
2.91015625 4.0
2.919921875 4.0
2.9296875 4.0
2.939453125 3.0
2.94921875 3.0
2.958984375 3.0
2.96875 3.0
2.978515625 3.0
2.98828125 3.0
2.998046875 3.0
3.0078125 3.0
3.017578125 3.0
3.02734375 3.0
3.037109375 3.0
3.046875 3.0
3.056640625 3.0
3.06640625 3.0
3.076171875 3.0
3.0859375 3.0
3.095703125 3.0
3.10546875 3.0
3.115234375 3.0
3.125 3.0
3.134765625 3.0
3.14453125 3.0
3.154296875 3.0
3.1640625 3.0
3.173828125 3.0
3.18359375 3.0
3.193359375 3.0
3.203125 3.0
3.212890625 3.0
3.22265625 3.0
3.232421875 3.0
3.2421875 3.0
3.251953125 3.0
3.26171875 3.0
3.271484375 3.0
3.28125 5.0
3.291015625 5.0
3.30078125 5.0
3.310546875 5.0
3.3203125 5.0
3.330078125 5.0
3.33984375 5.0
3.349609375 1.0
3.359375 1.0
3.369140625 1.0
3.37890625 1.0
3.388671875 1.0
3.3984375 1.0
3.408203125 1.0
3.41796875 1.0
3.427734375 2.0
3.4375 2.0
3.447265625 2.0
3.45703125 2.0
3.466796875 2.0
3.4765625 2.0
3.486328125 2.0
3.49609375 2.0
3.505859375 2.0
3.515625 2.0
3.525390625 2.0
3.53515625 2.0
3.544921875 2.0
3.5546875 2.0
3.564453125 2.0
3.57421875 2.0
3.583984375 2.0
3.59375 2.0
3.603515625 3.0
3.61328125 3.0
3.623046875 3.0
3.6328125 3.0
3.642578125 3.0
3.65234375 3.0
3.662109375 3.0
3.671875 3.0
3.681640625 3.0
3.69140625 3.0
3.701171875 3.0
3.7109375 3.0
3.720703125 3.0
3.73046875 3.0
3.740234375 3.0
3.75 3.0
3.759765625 3.0
3.76953125 3.0
3.779296875 3.0
3.7890625 3.0
3.798828125 3.0
3.80859375 3.0
3.818359375 3.0
3.828125 3.0
3.837890625 3.0
3.84765625 3.0
3.857421875 3.0
3.8671875 3.0
3.876953125 3.0
3.88671875 3.0
3.896484375 3.0
3.90625 3.0
3.916015625 3.0
3.92578125 3.0
3.935546875 3.0
3.9453125 3.0
3.955078125 3.0
3.96484375 3.0
3.974609375 3.0
3.984375 3.0
3.994140625 3.0
4.00390625 3.0
4.013671875 3.0
4.0234375 3.0
4.033203125 3.0
4.04296875 3.0
4.052734375 3.0
4.0625 3.0
4.072265625 3.0
4.08203125 3.0
4.091796875 3.0
4.1015625 3.0
4.111328125 3.0
4.12109375 3.0
4.130859375 3.0
4.140625 3.0
4.150390625 3.0
4.16015625 3.0
4.169921875 3.0
4.1796875 3.0
4.189453125 3.0
4.19921875 3.0
4.208984375 3.0
4.21875 3.0
4.228515625 3.0
4.23828125 3.0
4.248046875 3.0
4.2578125 3.0
4.267578125 3.0
4.27734375 3.0
4.287109375 3.0
4.296875 3.0
4.306640625 3.0
4.31640625 3.0
4.326171875 4.0
4.3359375 4.0
4.345703125 4.0
4.35546875 5.0
4.365234375 5.0
4.375 5.0
4.384765625 5.0
4.39453125 5.0
4.404296875 1.0
4.4140625 1.0
4.423828125 1.0
4.43359375 1.0
4.443359375 5.0
4.453125 5.0
4.462890625 5.0
4.47265625 5.0
4.482421875 1.0
4.4921875 1.0
4.501953125 1.0
4.51171875 1.0
4.521484375 1.0
4.53125 1.0
4.541015625 1.0
4.55078125 2.0
4.560546875 2.0
4.5703125 2.0
4.580078125 2.0
4.58984375 2.0
4.599609375 2.0
4.609375 2.0
4.619140625 2.0
4.62890625 2.0
4.638671875 3.0
4.6484375 3.0
4.658203125 3.0
4.66796875 3.0
4.677734375 3.0
4.6875 3.0
4.697265625 3.0
4.70703125 3.0
4.716796875 3.0
4.7265625 3.0
4.736328125 3.0
4.74609375 3.0
4.755859375 3.0
4.765625 2.0
4.775390625 2.0
4.78515625 2.0
4.794921875 2.0
4.8046875 2.0
4.814453125 2.0
4.82421875 2.0
4.833984375 2.0
4.84375 2.0
4.853515625 2.0
4.86328125 2.0
4.873046875 2.0
4.8828125 2.0
4.892578125 2.0
4.90234375 2.0
4.912109375 2.0
4.921875 2.0
4.931640625 2.0
4.94140625 2.0
4.951171875 2.0
4.9609375 2.0
4.970703125 2.0
4.98046875 2.0
4.990234375 2.0
5.0 5.0
5.009765625 5.0
5.01953125 5.0
5.029296875 5.0
5.0390625 4.0
5.048828125 4.0
5.05859375 4.0
5.068359375 4.0
5.078125 4.0
5.087890625 4.0
5.09765625 4.0
5.107421875 4.0
5.1171875 4.0
5.126953125 4.0
5.13671875 4.0
5.146484375 4.0
5.15625 4.0
5.166015625 4.0
5.17578125 4.0
5.185546875 4.0
5.1953125 3.0
5.205078125 3.0
5.21484375 3.0
5.224609375 3.0
5.234375 3.0
5.244140625 5.0
5.25390625 5.0
5.263671875 2.0
5.2734375 2.0
5.283203125 2.0
5.29296875 2.0
5.302734375 2.0
5.3125 2.0
5.322265625 2.0
5.33203125 2.0
5.341796875 2.0
5.3515625 2.0
5.361328125 2.0
5.37109375 2.0
5.380859375 2.0
5.390625 2.0
5.400390625 2.0
5.41015625 2.0
5.419921875 2.0
5.4296875 2.0
5.439453125 2.0
5.44921875 2.0
5.458984375 2.0
5.46875 2.0
5.478515625 2.0
5.48828125 2.0
5.498046875 2.0
5.5078125 2.0
5.517578125 2.0
5.52734375 2.0
5.537109375 3.0
5.546875 3.0
5.556640625 3.0
5.56640625 3.0
5.576171875 3.0
5.5859375 3.0
5.595703125 3.0
5.60546875 3.0
5.615234375 3.0
5.625 3.0
5.634765625 3.0
5.64453125 3.0
5.654296875 3.0
5.6640625 3.0
5.673828125 3.0
5.68359375 3.0
5.693359375 3.0
5.703125 3.0
5.712890625 3.0
5.72265625 3.0
5.732421875 3.0
5.7421875 3.0
5.751953125 3.0
5.76171875 3.0
5.771484375 3.0
5.78125 3.0
5.791015625 3.0
5.80078125 3.0
5.810546875 3.0
5.8203125 3.0
5.830078125 3.0
5.83984375 3.0
5.849609375 3.0
5.859375 3.0
5.869140625 3.0
5.87890625 3.0
5.888671875 3.0
5.8984375 3.0
5.908203125 3.0
5.91796875 3.0
5.927734375 3.0
5.9375 3.0
5.947265625 3.0
5.95703125 3.0
5.966796875 3.0
5.9765625 3.0
5.986328125 3.0
5.99609375 3.0
6.005859375 3.0
6.015625 3.0
6.025390625 3.0
6.03515625 3.0
6.044921875 3.0
6.0546875 3.0
6.064453125 3.0
6.07421875 3.0
6.083984375 3.0
6.09375 3.0
6.103515625 3.0
6.11328125 3.0
6.123046875 3.0
6.1328125 3.0
6.142578125 3.0
6.15234375 3.0
6.162109375 3.0
6.171875 3.0
6.181640625 3.0
6.19140625 3.0
6.201171875 3.0
6.2109375 3.0
6.220703125 3.0
6.23046875 3.0
6.240234375 3.0
6.25 3.0
6.259765625 3.0
6.26953125 3.0
6.279296875 3.0
6.2890625 3.0
6.298828125 3.0
6.30859375 3.0
